UtilLoss_f1530,gpuMain3,L2,l2_subp1_total_read_sector_queries,0.8603613036937033
UtilLoss_f1530,gpuMain3,L2,l2_subp1_total_write_sector_queries,1.0
UtilLoss_f1530,gpuMain3,SYSMEM,l2_subp1_write_sysmem_sector_queries,1.0
UtilLoss_f1530,gpuMain3,PCIE,pcie_rx_active_pulse,1.0
UtilLoss_f1530,gpuMain3_opt1,L2,l2_subp1_total_read_sector_queries,0.8715904456771951
UtilLoss_f1530,gpuMain3_opt1,L2,l2_subp1_total_write_sector_queries,1.0
UtilLoss_f1530,gpuMain3_opt1,SYSMEM,l2_subp1_write_sysmem_sector_queries,1.0
UtilLoss_f1530,gpuMain3_opt1,PCIE,pcie_tx_active_pulse,1.0
UtilLoss_f1530,gpuMain3_opt2,L2,l2_subp1_total_read_sector_queries,0.8768599905690077
UtilLoss_f1530,gpuMain3_opt2,L2,l2_subp1_total_write_sector_queries,1.0
UtilLoss_f1530,gpuMain3_opt2,SYSMEM,l2_subp1_write_sysmem_sector_queries,1.0
UtilLoss_f1530,gpuMain3_opt2,PCIE,pcie_tx_active_pulse,1.0
UtilLoss_f1530,gpuMain3_opt3,L2,l2_subp1_total_read_sector_queries,0.897788033592472
UtilLoss_f1530,gpuMain3_opt3,L2,l2_subp1_total_write_sector_queries,1.0
UtilLoss_f1530,gpuMain3_opt3,SYSMEM,l2_subp1_write_sysmem_sector_queries,1.0
UtilLoss_f1530,gpuMain3_opt3,PCIE,pcie_rx_active_pulse,1.0
UtilLoss_f1530,gpuMain3_opt5,L2,l2_subp1_total_read_sector_queries,0.9339079939817826
UtilLoss_f1530,gpuMain3_opt5,L2,l2_subp1_total_write_sector_queries,1.0
UtilLoss_f1530,gpuMain3_opt5,SYSMEM,l2_subp1_write_sysmem_sector_queries,1.0
UtilLoss_f1530,gpuMain3_opt5,PCIE,pcie_rx_active_pulse,1.0
random_name,r0,L2,breadT,1.0
random_name,r1,L2,utVstT,1.0
random_name,r10,L2,breadT,0.07318256171844441
random_name,r10,L2,bwriteT,1.0
random_name,r10,L2,iowaitT,0.16961778858997253
random_name,r10,L2,utVstT,0.1298851505525699
random_name,r11,L2,breadT,0.01678274681380817
random_name,r11,L2,bwriteT,1.0
random_name,r11,L2,utVstT,0.2276758844326032
random_name,r11,L2,vmPerProc,0.04413139919423347
random_name,r12,L2,breadT,0.04681115961354007
random_name,r12,L2,bwriteT,1.0
random_name,r12,L2,utVstT,0.12146659460141915
random_name,r12,L2,vmPerProc,0.05163852519235487
random_name,r13,L2,vmPerProc,1.0
random_name,r14,L2,bwriteT,1.0
random_name,r14,L2,vmPerProc,0.009296273948791935
random_name,r15,L2,bwriteT,1.0
random_name,r15,L2,iowaitT,0.06402672823208716
random_name,r15,L2,utVstT,0.23446929334399888
random_name,r15,L2,vmPerProc,0.05909780165009181
random_name,r2,L2,breadT,0.12153583704051638
random_name,r2,L2,bwriteT,1.0
random_name,r2,L2,iowaitT,0.14228517643424043
random_name,r2,L2,utVstT,0.3073121942358637
random_name,r3,L2,bwriteT,1.0
random_name,r3,L2,iowaitT,0.30391286112654703
random_name,r3,L2,utVstT,0.23120897480052657
random_name,r4,L2,breadT,1.0
random_name,r4,L2,vmPerProc,0.7505851171313733
random_name,r5,L2,breadT,1.0
random_name,r5,L2,utVstT,0.8519978650065158
random_name,r5,L2,vmPerProc,0.022850598488101857
random_name,r6,L2,bwriteT,1.0
